FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.
26/05/2015	07	7	4	3	0.1	18	55	8	82	18	0.3	298
26/05/2015	08	6	4	3	0.1	9	38	7	51	34	0.3	271
26/05/2015	09	6	3	3	0.1			7		49	0.7	169
26/05/2015	10	7	4	3	0.1	10	27	8	42	47	3	118
26/05/2015	11	6	4	4	0.1	8	20	7	32	58	4.3	116
26/05/2015	12	6	3	4	0.1	7	16	7	26	61	4.8	116
26/05/2015	13	6	3	3	0.1	6	12	7	22	68	4.6	116
26/05/2015	14	6	3	3	0.1	8	7	6	19	74	5.2	118
26/05/2015	15	6	3	3	0.1	8	12	7	24	71	4.3	117
26/05/2015	16	7	4	3	0.1	8	22	8	35	65	2.6	149
26/05/2015	17	8	5	3	0.1	10	34	9	49	62	3.8	115
26/05/2015	18	8	5	3	0.1	7	36	9	47	60	2.2	113
26/05/2015	19	8	5	3	0.1	3	33	9	37	57	1	140
26/05/2015	20	9	6	3	0.2	2	25	10	28	68	1	61
26/05/2015	21	9	6	3	0.1			10		78	1.7	50
26/05/2015	22	9	6	3	0.1	2	9	10	10	82	1.7	43
26/05/2015	23	12	9	3	0.1	2	16	13	17	65	0.9	39
27/05/2015	00	14	11	3	0.1	2	16	15	17	57	1.6	45
27/05/2015	01	12	9	3	0.1	2	26	13	27	40	0.9	32
27/05/2015	02	9	6	3	0.1	2	25	10	26	36	0.2	42
27/05/2015	03	10	7	3	0.1	2	24	12	25	31	0.2	38
27/05/2015	04	10	7	3	0.1	2	25	11	26	30	0.4	23
27/05/2015	05	9	5	3	0.1	2	33	10	33	27	0.4	24
27/05/2015	06	9	6	3	0.1	5	43	11	50	22	0.4	27
27/05/2015	07	9	6	3	0.1	10	47	11	63	28	0.5	35
27/05/2015	08	7	4	3	0.1	3	21	8	24	53	1	49
27/05/2015	09	7	4	3	0.1			7		67	1.9	82
27/05/2015	10	6	4	3	0.1	3	13	7	16	70	2.5	96
27/05/2015	11	7	4	3	0.1	4	21	8	26	68	2.5	105
27/05/2015	12	8	5	3	0.1	5	26	9	33	71	2	116
27/05/2015	13	8	5	3	0.1	6	17	9	26	81	3.5	101
27/05/2015	14	8	5	3	0.1	7	18	9	29	78	3.6	105
27/05/2015	15	8	5	3	0.1	6	11	9	20	83	3.9	119
27/05/2015	16	9	6	3	0.1	8	19	10	30	79	3.8	118
27/05/2015	17	9	6	3	0.1	7	26	10	36	93	2.9	120
27/05/2015	18	9	6	3	0.1	3	23	10	27	83	2.3	129
27/05/2015	19	9	6	3	0.1	2	19	13	21	87	2.2	116
27/05/2015	20	10	7	3	0.1	2	25	12	27	78	0.9	120
27/05/2015	21	10	7	3	0.1			11		75	0.6	119
27/05/2015	22	10	7	3	0.1	2	12	11	14	82	0.5	70
27/05/2015	23	10	7	3	0.1	2	4	11	6	88	1	51
28/05/2015	00	10	7	3	0.1	2	4	11	6	86	0.9	57
28/05/2015	01	10	7	3	0.1	2	4	11	6	85	1.2	64
28/05/2015	02	10	7	3	0.1	2	5	11	7	82	1.4	77
28/05/2015	03	9	6	3	0.1	2	4	10	6	83	1.4	82
28/05/2015	04	9	6	3	0.1	2	8	10	10	74	1.2	78
28/05/2015	05	14	10	3	0.2	2	23	15	24	47	0.4	9
28/05/2015	06	14	11	3	0.2	3	44	16	47	33	0.4	5
28/05/2015	07	13	10	3	0.2	7	53	15	63	32	0.6	21
28/05/2015	08	13	10	3	0.2	5	32	15	39	52	1.2	47
28/05/2015	09	13	10	3	0.1			14		70	0.9	71
28/05/2015	10	12	9	3	0.1	4	21	13	27	71	3	115
28/05/2015	11	11	8	3	0.1	4	18	13	23	79	4.5	116
28/05/2015	12	10	7	3	0.1	10	36	12	51	70	5.4	117
28/05/2015	13	9	6	3	0.1	6	9	10	18	85	5.2	119
28/05/2015	14	8	5	3	0.1	7	10	9	22	85	4.5	119
28/05/2015	15	8	5	3	0.1	8	11	9	23	88	3.7	116
28/05/2015	16	8	5	3	0.1	7	8	10	19	89	5.5	120
28/05/2015	17	9	5	3	0.1	5	19	10	27	79	4.4	118
28/05/2015	18	9	5	3	0.1	2	29	10	33	68	2.8	104
28/05/2015	19	8	5	3	0.1	2	27	10	28	71	2.2	93
28/05/2015	20	8	5	3	0.1	2	17	9	18	79	2.4	83
28/05/2015	21	8	5	3	0.1			9		85	1.9	80
28/05/2015	22	8	5	3	0.1	2	9	9	10	91	1.5	73
28/05/2015	23	8	5	3	0.1	2	6	9	7	90	1.8	53
29/05/2015	00	8	5	3	0.1	2	8	9	9	89	2.2	47
29/05/2015	01	8	5	3	0.1	2	7	9	8	88	1.8	44
29/05/2015	02	10	7	3	0.1	2	10	11	11	72	0.6	348
29/05/2015	03	9	6	3	0.1	2	14	10	15	74	0.8	343
29/05/2015	04	9	5	3	0.1	2	15	9	16	73	0.3	330
29/05/2015	05	9	5	3	0.1	2	21	9	22	65	0.2	335
29/05/2015	06	9	6	3	0.1	4	57	11	62	33	0.2	347
29/05/2015	07	9	6	3	0.1	4	50	11	55	49	0.3	26
29/05/2015	08	9	6	3	0.1	3	34	11	37	60	1.2	54
29/05/2015	09	10	7	3	0.1			11		72	1.8	61
29/05/2015	10	11	7	3	0.1	3	18	12	22	79	1.4	88
29/05/2015	11	11	8	3	0.1	20	48	12	78	61	2.7	103
29/05/2015	12	12	8	3	0.1	10	38	13	54	76	3.8	115
29/05/2015	13	9	6	3	0.1	5	16	10	23	96	3.5	106
29/05/2015	14	7	4	3	0.1	4	8	8	13	97	3.8	120
29/05/2015	15	7	4	3	0.1	6	13	8	22	92	3.5	100
29/05/2015	16	7	5	3	0.1	6	13	8	23	92	3.8	87
29/05/2015	17	8	5	3	0.1	4	13	9	18	89	3.2	89
29/05/2015	18	8	5	3	0.1	3	26	9	30	75	2.1	110
29/05/2015	19	9	6	3	0.1	2	23	10	25	84	0.8	95
29/05/2015	20	9	6	3	0.1	2	22	10	24	85	0.1	178
29/05/2015	21	10	7	3	0.1			11		68	0.2	197
29/05/2015	22	9	6	3	0.1	2	45	10	47	57	0.3	207
29/05/2015	23	9	6	3	0.1	2	18	10	19	78	0.2	204
30/05/2015	00	9	6	3	0.1	2	27	10	28	68	0.8	131
30/05/2015	01	8	5	3	0.1	2	17	10	18	70	0.3	43
30/05/2015	02	11	8	3	0.1	2	19	12	20	63	0.5	42
30/05/2015	03	14	10	3	0.1	2	21	15	22	52	0.1	16
30/05/2015	04	13	10	3	0.1	2	17	15	18	56	0.1	19
30/05/2015	05	15	12	3	0.1	2	26	17	27	45	0.1	5
30/05/2015	06	17	14	3	0.2	5	51	19	58	17	0.1	231
30/05/2015	07	15	12	3	0.2	4	35	17	40	45	0.3	212
30/05/2015	08	12	8	3	0.1	2	18	13	20	68	0.4	114
30/05/2015	09	9	6	3	0.1			10		71	1.4	113
30/05/2015	10	8	6	3	0.1	3	13	9	17	86	2.1	111
30/05/2015	11	10	8	3	0.1	3	15	12	20	85	3.2	93
30/05/2015	12	9	6	3	0.1	6	9	10	17	92	4.3	94
30/05/2015	13	7	4	3	0.1	5	6	8	14	86	4.6	87
30/05/2015	14	7	4	3	0.1	5	5	8	12	88	4.9	91
30/05/2015	15	7	4	3	0.1	5	6	8	14	91	4.6	88
30/05/2015	16	8	5	3	0.1	6	6	9	15	90	5	81
30/05/2015	17	7	4	3	0.1	5	8	8	15	94	4.1	76
30/05/2015	18	7	4	3	0.1	2	8	8	11	93	2.3	89
30/05/2015	19	8	5	3	0.1	2	15	9	16	80	2.3	59
30/05/2015	20	8	5	3	0.1	2	20	9	21	83	2	39
30/05/2015	21	7	5	3	0.1			8		86	1.7	112
30/05/2015	22	8	5	3	0.1	2	18	8	19	89	0.5	254
30/05/2015	23	9	6	3	0.1	2	23	10	24	68	0.4	269
31/05/2015	00	8	5	3	0.1	2	18	9	18	68	0.3	267
31/05/2015	01	8	5	3	0.1	2	18	9	19	65	0.3	251
31/05/2015	02	8	5	3	0.1	2	15	9	16	61	0.3	325
31/05/2015	03	8	5	3	0.1	2	15	9	16	58	0.1	21
31/05/2015	04	9	6	3	0.1	2	23	10	24	42	0.5	243
31/05/2015	05	10	7	3	0.1	2	35	11	36	32	0.1	352
31/05/2015	06	13	10	3	0.2	2	41	14	42	27	0.1	1
31/05/2015	07	12	9	3	0.2	2	27	14	28	49	0.3	37
31/05/2015	08	10	7	3	0.1	2	15	11	16	67	0.6	57
31/05/2015	09	9	6	3	0.1			10		82	1.7	84
31/05/2015	10	9	6	3	0.1	3	8	10	12	87	2.7	89
31/05/2015	11	8	6	3	0.1	3	9	9	14	88	3.4	96
31/05/2015	12	9	6	3	0.1	5	9	10	17	91	3.1	98
31/05/2015	13	9	6	3	0.1	5	9	9	16	87	2.7	118
31/05/2015	14	9	7	3	0.1	3	11	10	16	91	2.9	110
31/05/2015	15	8	5	3	0.1	3	8	9	12	84	2.7	98
31/05/2015	16	7	5	3	0.1	6	8	8	16	82	2.9	104
31/05/2015	17	7	4	3	0.1	4	8	8	14	87	2.6	103
31/05/2015	18	7	4	3	0.1	3	15	7	19	85	1.1	162
31/05/2015	19	7	4	3	0.1	2	15	7	19	87	0.4	248
31/05/2015	20	8	5	3	0.1	2	25	9	27	74	0.8	62
31/05/2015	21	7	4	3	0.1			8		70	1	79
31/05/2015	22	7	4	3	0.1	2	23	8	24	63	0.3	228
31/05/2015	23	8	5	3	0.2	2	27	8	27	59	0.2	223
01/06/2015	00	8	5	3	0.1	2	30	9	31	53	0.3	170
01/06/2015	01	8	5	3	0.1	2	12	9	13	63	0.3	103
01/06/2015	02	8	6	3	0.1	2	7	9	9	70	0.4	57
01/06/2015	03	9	7	3	0.1	2	6	10	7	69	0.3	40
01/06/2015	04	14	11	3	0.1	2	19	16	20	44	0.2	23
01/06/2015	05	15	12	3	0.1	2	22	17	23	47	0.2	19
01/06/2015	06	17	13	3	0.1	2	27	18	28	51	0.5	56
01/06/2015	07	15	12	3	0.2	2	26	16	28	57	0.7	73
01/06/2015	08	11	8	3	0.1	2	13	13	15	74	1.2	97
01/06/2015	09	10	7	3	0.1			11		72	1.7	85
01/06/2015	10	8	5	3	0.1	9	28	9	41	64	2.4	100
01/06/2015	11	8	5	3	0.1	9	29	8	43	69	3.2	92
01/06/2015	12	7	5	3	0.1	10	22	8	38	74	3.7	105
01/06/2015	13	7	4	3	0.1	5	11	8	19	82	4	113
01/06/2015	14	7	5	3	0.1	5	6	8	13	83	4.3	115
01/06/2015	15	7	5	3	0.1	5	5	8	12	87	3.6	117
01/06/2015	16	8	5	3	0.1	8	14	8	26	79	3.9	100
01/06/2015	17	8	5	3	0.1	6	6	8	15	75	2.6	75
01/06/2015	18	8	5	3	0.1	3	10	9	14	73	1.3	74
01/06/2015	19	8	5	3	0.1	2	17	9	19	66	0.9	206
01/06/2015	20	8	5	3	0.1	2	17	9	18	65	0.5	194
01/06/2015	21	8	5	3	0.1	2	5	9	6	72	0.1	224
01/06/2015	22	8	5	3	0.1	2	30	9	33	50	0.2	129
01/06/2015	23	8	5	3	0.1	2	16	9	18	58	0.5	65
02/06/2015	00	9	6	3	0.2	2	9	10	10	62	0.2	23
02/06/2015	01	8	5	3	0.1	2	5	9	7	64	0.5	58
02/06/2015	02	9	6	3	0.1	2	5	10	6	63	0.4	56
02/06/2015	03	10	7	3	0.1	2	7	12	8	62	0.6	42
02/06/2015	04	11	8	3	0.1	2	12	12	13	51	0.2	6
02/06/2015	05	14	11	3	0.1	2	30	16	32	29	0.6	26
02/06/2015	06	15	11	3	0.1	4	35	16	41	28	0.4	27
02/06/2015	07	14	11	3	0.2	7	39	16	50	33	0.6	33
02/06/2015	08	15	12	3	0.1	6	32	18	41	43	0.7	56
02/06/2015	09	12	9	3	0.1			14		60	1.5	79
02/06/2015	10	11	8	3	0.1	2	16	13	20	70	2.6	93
02/06/2015	11	11	8	3	0.1	5	24	12	31	67	2.6	95
02/06/2015	12	11	8	3	0.1	6	19	12	27	76	3.7	91
02/06/2015	13	11	8	3	0.1	4	15	12	21	82	3.5	114
02/06/2015	14	10	7	3	0.1	4	11	11	17	85	3.6	121
02/06/2015	15	8	5	3	0.1	5	20	9	28	81	3.9	113
02/06/2015	16	7	5	3	0.1	4	13	8	20	88	3.9	102
02/06/2015	17	8	5	3	0.1	5	17	9	24	85	3.4	90
02/06/2015	18	8	5	3	0.1	2	12	9	14	85	2.8	75
02/06/2015	19	8	5	3	0.1	2	13	9	14	83	2.1	61
02/06/2015	20	8	5	3	0.1	2	9	9	10	86	1.3	79
02/06/2015	21	8	5	3	0.1	2	9	8	10	84	0.7	70
02/06/2015	22	8	5	3	0.1	2	7	8	8	90	0.6	68
02/06/2015	23	8	5	3	0.1	2	4	8	6	89	0.5	67
03/06/2015	00	8	5	3	0.1	2	6	9	8	84	0.7	63
03/06/2015	01	8	5	3	0.1	2	4	9	6	86	0.4	71
03/06/2015	02	8	5	3	0.1	2	9	9	10	79	0.4	72
03/06/2015	03	8	5	3	0.1	2	4	9	6	80	0.3	63
03/06/2015	04	10	7	3	0.1	2	17	11	18	59	0.1	23
03/06/2015	05	11	8	3	0.1	2	32	12	33	45	0.1	358
03/06/2015	06	11	8	3	0.2	8	54	13	66	21	0.1	39
03/06/2015	07	13	10	3	0.3	41	77	15	140	13	0.2	194
03/06/2015	08	12	8	3	0.2	11	59	13	76	37	0.4	86
03/06/2015	09	12	9	3	0.1			13		41	1.7	110
03/06/2015	10	11	8	3	0.1	9	47	13	60	53	1.9	110
03/06/2015	11	11	8	3	0.1	8	42	12	55	63	2.2	112
03/06/2015	12	10	7	3	0.1	6	40	11	48	74	3.1	112
03/06/2015	13	8	5	3	0.1	2	23	9	25	81	3	105
03/06/2015	14	7	4	3	0.1	3	27	8	31	76	3.9	112
03/06/2015	15	7	4	3	0.1	3	33	9	39	73	3.9	102
03/06/2015	16	7	4	3	0.1	3	21	8	25	85	3	97
03/06/2015	17	8	5	3	0.1	5	26	9	33	84	2.6	93
03/06/2015	18	8	5	3	0.1	3	29	9	33	78	1.8	95
03/06/2015	19	8	5	3	0.1	2	28	10	29	72	1	98
03/06/2015	20	9	6	3	0.1	2	40	10	41	70	0.4	199
03/06/2015	21	8	5	3	0.1			9		85	0.4	71
03/06/2015	22	9	6	3	0.1	2	17	10	19	90	0.1	30
03/06/2015	23	10	7	3	0.1	2	21	11	22	79	0.1	3
04/06/2015	00	10	7	3	0.1	2	28	11	29	66	0.1	13
04/06/2015	01	10	7	3	0.1	2	31	11	32	56	0.1	0
04/06/2015	02	10	7	3	0.1	2	26	11	27	51	0.1	354
04/06/2015	03	11	8	3	0.1	2	29	12	30	33	0.3	241
04/06/2015	04	11	7	3	0.1	2	29	12	30	32	0.4	274
04/06/2015	05	10	7	3	0.1	2	32	12	33	37	0.1	310
04/06/2015	06	9	6	3	0.1	6	58	11	66	22	0.2	309
04/06/2015	07	11	8	3	0.2	39	75	13	136	15	0.5	244
04/06/2015	08	12	9	3	0.2	37	76	15	132	18	0.5	152
04/06/2015	09	12	8	3	0.1			15		22	0.9	97
04/06/2015	10	10	6	4	0.1	23	75	11	109	42	2	109
04/06/2015	11	9	6	3	0.1	13	56	10	76	62	1.9	113
04/06/2015	12	9	6	3	0.1	6	41	10	50	79	2.3	108
04/06/2015	13	9	6	3	0.1	5	44	10	52	76	2.4	111
04/06/2015	14	8	5	3	0.1	3	32	9	36	84	3	94
04/06/2015	15	9	6	3	0.1	2	30	10	32	81	2.8	116
04/06/2015	16	8	5	3	0.1	2	23	9	26	84	3.3	92
04/06/2015	17	9	6	3	0.1	5	34	10	42	81	2.1	109
04/06/2015	18	8	5	3	0.1	8	46	9	58	61	1.9	93
04/06/2015	19	8	5	3	0.1	2	29	9	30	78	1.2	91
04/06/2015	20	8	5	3	0.1	2	35	9	36	72	1	111
04/06/2015	21	9	6	3	0.1			9		67	0.3	135
04/06/2015	22	9	6	3	0.1	2	38	10	40	62	0.2	32
04/06/2015	23	12	9	3	0.2	2	23	13	24	66	0.3	25
05/06/2015	00	11	8	3	0.2	2	21	12	22	67	0.2	13
05/06/2015	01	10	7	3	0.1	2	25	11	26	57	0.1	4
05/06/2015	02	11	8	3	0.1	2	39	13	41	29	0.1	336
05/06/2015	03	10	7	3	0.1	2	21	12	22	45	0.1	351
05/06/2015	04	10	7	3	0.1	2	21	12	22	41	0.1	352
05/06/2015	05	13	10	3	0.1	2	42	15	43	27	0.1	350
05/06/2015	06	14	11	3	0.2	16	70	16	94	14	0.1	327
05/06/2015	07	13	10	3	0.2	30	79	15	125	16	0.1	266
05/06/2015	08	11	8	3	0.1	14	62	12	83	39	0.6	75
05/06/2015	09	9	6	3	0.1			10		74	1.7	54
05/06/2015	10	9	6	3	0.1	5	14	10	21	80	2.7	78
05/06/2015	11	9	7	3	0.1	7	13	11	23	79	3.3	80
05/06/2015	12	8	5	3	0.1	6	12	9	21	83	3.2	83
05/06/2015	13	8	5	3	0.1	4	9	9	15	92	3.9	81
05/06/2015	14	9	6	3	0.1	3	9	10	13	96	4.8	92
05/06/2015	15	9	6	3	0.1	3	11	10	15	90	4.3	84
05/06/2015	16	9	6	3	0.1	4	13	10	19	86	3.7	83
05/06/2015	17	9	6	3	0.1	7	17	10	28	82	2.8	81
05/06/2015	18	9	6	3	0.1	6	23	10	33	78	1.9	77
05/06/2015	19	9	6	3	0.1	2	20	10	23	84	1.5	88
05/06/2015	20	9	6	3	0.1	2	15	10	17	81	0.7	74
05/06/2015	21	10	7	3	0.1			11		77	0.4	71
05/06/2015	22	10	7	3	0.1	2	14	11	16	82	0.2	38
05/06/2015	23	10	7	3	0.1	2	21	11	22	72	0.2	34
06/06/2015	00	10	7	3	0.1	2	23	12	24	68	0.2	45
06/06/2015	01	11	8	3	0.1	2	28	12	29	57	0.1	54
06/06/2015	02	14	10	3	0.2	16	71	15	95	7	0.1	265
06/06/2015	03	14	10	3	0.1	6	53	15	60	17	0.1	14
06/06/2015	04	12	9	3	0.1	2	37	14	38	25	0.1	10
06/06/2015	05	12	9	3	0.1	2	38	13	39	21	0.1	4
06/06/2015	06	12	9	3	0.1	5	47	14	55	19	0.1	331
06/06/2015	07	11	8	3	0.1	8	48	12	61	32	0.1	7
06/06/2015	08	10	7	3	0.1	3	36	12	41	54	0.2	40
06/06/2015	09	10	7	3	0.1			12		72	1.3	83
06/06/2015	10	9	7	3	0.1	3	17	10	21	82	2.1	98
06/06/2015	11	9	6	3	0.1	4	9	10	16	92	3	91
06/06/2015	12	10	7	3	0.1	3	18	11	23	85	2.9	105
06/06/2015	13	9	6	3	0.1	2	15	10	18	88	3.6	112
06/06/2015	14	8	6	3	0.1	2	5	9	6	95	3.8	93
06/06/2015	15	8	5	3	0.1	2	4	9	6	94	3.4	96
06/06/2015	16	8	5	3	0.1	3	20	8	24	79	2.8	109
06/06/2015	17	8	6	3	0.1	6	26	9	35	73	2	120
06/06/2015	18	8	6	3	0.1	9	35	9	48	66	2.3	99
06/06/2015	19	9	6	3	0.1	3	26	10	30	72	1.3	121
06/06/2015	20	8	5	3	0.1	2	20	9	21	78	0.7	110
06/06/2015	21	9	6	3	0.1			10		76	0.3	44
06/06/2015	22	10	7	3	0.1	2	25	11	27	70	0.2	25
06/06/2015	23	10	7	3	0.1	2	28	11	29	66	0.1	26
07/06/2015	00	10	7	3	0.1	2	26	11	27	65	0.1	24
07/06/2015	01	12	9	3	0.2	5	65	14	72	18	0.3	245
07/06/2015	02	12	9	3	0.1	2	53	13	55	18	0.1	262
07/06/2015	03	11	8	3	0.1	2	32	13	33	30	0.1	327
07/06/2015	04	10	7	3	0.1	2	28	12	29	30	0.1	262
07/06/2015	05	10	7	3	0.1	2	24	11	25	30	0.1	228
07/06/2015	06	10	7	3	0.1	2	30	11	31	27	0.4	237
07/06/2015	07	9	6	3	0.1	2	29	11	30	42	0.3	254
07/06/2015	08	8	5	3	0.1	2	26	10	27	57	0.1	251
07/06/2015	09	9	6	3	0.1			10		51	1.3	81
07/06/2015	10	9	6	3	0.1	6	31	11	40	70	2.1	93
07/06/2015	11	9	6	3	0.1	6	22	9	32	81	2.3	81
07/06/2015	12	9	6	3	0.1	3	21	10	26	87	2.9	88
07/06/2015	13	8	6	3	0.1	3	30	9	35	79	2.6	113
07/06/2015	14	9	6	3	0.1	2	18	10	19	98	4.2	113
07/06/2015	15	8	5	3	0.1	2	13	9	14	96	3.4	113
07/06/2015	16	8	5	3	0.1	2	16	10	18	93	1.8	125
07/06/2015	17	9	6	3	0.1	6	29	10	37	79	2.1	107
07/06/2015	18	8	6	3	0.1	3	32	9	37	69	1.8	100
07/06/2015	19	9	6	3	0.1	15	73	10	97	31	1.2	115
07/06/2015	20	9	6	3	0.1	2	48	10	50	47	0.2	128
07/06/2015	21	9	6	3	0.1			10		63	0.4	80
07/06/2015	22	9	6	3	0.1	2	16	10	18	68	0.2	82
07/06/2015	23	10	7	3	0.1	2	16	11	18	60	0.1	197
08/06/2015	00	11	8	3	0.1	2	43	13	44	30	0.1	230
08/06/2015	01	12	9	3	0.1	2	41	14	42	29	0.2	8
08/06/2015	02	12	9	3	0.1	2	45	14	45	20	0.1	274
08/06/2015	03	10	7	3	0.1	2	15	11	16	52	0.1	265
08/06/2015	04	9	6	3	0.1	2	10	10	11	67	0.3	292
08/06/2015	05	9	6	3	0.1	2	17	10	17	62	0.2	275
08/06/2015	06	9	6	3	0.1	2	44	11	46	48	0.4	310
08/06/2015	07	9	6	3	0.1	11	71	11	88	31	0.3	289
08/06/2015	08	10	6	3	0.1	12	68	12	85	40	0.5	232
08/06/2015	09	13	9	3	0.1			16		56	0.6	200
08/06/2015	10	10	7	3	0.1	6	46	12	55	84	0.9	141
08/06/2015	11	8	5	8	0.1	6	44	9	54	88	2	105
08/06/2015	12	9	6	12	0.1	9	62	10	75	79	2.9	106
08/06/2015	13	9	7	9	0.1	4	39	11	44	94	4.2	112
08/06/2015	14	8	5	10	0.1	3	31	11	34	93	3.5	110
08/06/2015	15	7	4	6	0.1	2	22	9	23	91	2.6	120
08/06/2015	16	7	5	5	0.1	2	28	9	29	87	1.9	152
08/06/2015	17	8	5	3	0.1	3	34	9	37	88	1.3	190
08/06/2015	18	8	5	4	0.1	2	39	9	41	82	0.7	154
08/06/2015	19	8	5	3	0.1	2	21	9	22	91	0.3	206
08/06/2015	20	10	7	3	0.1	2	29	11	30	82	0.7	109
08/06/2015	21	11	8	3	0.1			12		95	1.2	64
08/06/2015	22	11	8	3	0.1	2	14	12	16	100	1.5	55
08/06/2015	23	10	7	3	0.1	2	8	11	9	89	1.4	51
09/06/2015	00	11	8	3	0.1	2	9	12	10	81	0.8	39
09/06/2015	01	14	11	3	0.1	2	16	16	17	72	0.1	1
09/06/2015	02	15	12	3	0.1	2	23	16	23	55	0.2	235
09/06/2015	03	16	13	3	0.1	2	29	18	30	51	0.1	320
09/06/2015	04	15	12	3	0.1	2	35	16	36	39	0.1	312
09/06/2015	05	13	10	3	0.1	3	52	15	55	17	0.1	37
09/06/2015	06	15	11	3	0.3	74	81	17	194	5	0.6	239
09/06/2015	07	16	12	4	0.3	72	94	20	204	8	0.9	232
09/06/2015	08	15	11	4	0.2	51	101	18	178	19	0.6	223
09/06/2015	09	13	9	3	0.1			16		41	0.5	223
09/06/2015	10	12	9	4	0.1	38	96	15	154	30	1.7	78
09/06/2015	11	11	8	11	0.1	19	80	13	110	52	2.1	107
09/06/2015	12	10	7	15	0.1	3	51	11	55	95	2.7	115
09/06/2015	13	10	7	7	0.1	2	23	11	24	117	4	112
09/06/2015	14	9	6	5	0.1	2	14	10	15	119	4.8	98
09/06/2015	15	11	8	3	0.1	2	15	12	15	118	4.4	94
09/06/2015	16	12	9	3	0.2	2	12	14	13	109	4.7	86
09/06/2015	17	14	11	3	0.2	3	11	16	15	105	3.7	80
09/06/2015	18	14	11	3	0.2	5	11	16	17	95	3.4	84
09/06/2015	19	14	11	3	0.2	2	14	15	17	90	2.3	82
09/06/2015	20	13	10	3	0.2	2	14	15	16	96	1.1	69
09/06/2015	21	13	10	3	0.1			15		97	1.6	44
09/06/2015	22	15	12	3	0.2	2	6	17	8	95	1.7	47
09/06/2015	23	16	13	3	0.2	2	4	18	6	96	1.7	58
10/06/2015	00	15	12	3	0.2	2	4	17	6	92	1.1	68
10/06/2015	01	14	11	3	0.1	2	4	15	6	100	0.5	37
10/06/2015	02	17	14	3	0.2	2	5	19	6	87	0.6	32
10/06/2015	03	17	14	3	0.2	2	5	19	6	76	0.7	44
10/06/2015	04	14	11	3	0.1	2	7	15	8	80	0.7	53
10/06/2015	05	14	11	3	0.1	2	14	16	15	70	0.4	319
10/06/2015	06	18	15	3	0.2	2	36	20	37	40	0.3	215
10/06/2015	07	18	14	3	0.3	6	57	20	66	32	0.1	292
10/06/2015	08	16	13	3	0.2	5	50	19	57	46	0.2	351
10/06/2015	09	15	12	3	0.2			17		75	0.4	50
10/06/2015	10	12	9	3	0.1	2	12	13	13	101	1.8	79
10/06/2015	11	12	9	3	0.1	2	12	14	14	107	3.2	82
10/06/2015	12	13	10	3	0.1	2	9	15	10	110	4.2	87
10/06/2015	13	13	10	3	0.1	2	9	14	10	110	4.2	77
10/06/2015	14	12	9	3	0.2	2	6	14	7	99	4.2	81
10/06/2015	15	12	9	3	0.2	2	8	13	9	94	3.7	90
10/06/2015	16	12	9	3	0.2	2	12	13	14	90	3.6	85
10/06/2015	17	12	9	3	0.1	2	10	14	13	91	4.5	82
10/06/2015	18	13	10	3	0.2	2	11	14	12	89	2.8	61
10/06/2015	19	12	9	3	0.2	2	13	14	14	80	2.8	58
10/06/2015	20	13	10	3	0.2	2	10	14	11	85	2.9	56
10/06/2015	21	13	10	3	0.1			14		91	2.5	57
10/06/2015	22	12	9	3	0.1	2	6	14	8	92	1.6	63
10/06/2015	23	12	9	3	0.1	2	5	14	6	92	2.9	51
11/06/2015	00	12	9	3	0.2	2	4	14	6	93	2.8	52
11/06/2015	01	15	11	3	0.2	2	8	16	9	84	3.1	50
11/06/2015	02	18	15	3	0.1	2	24	20	25	61	1.8	43
11/06/2015	03	17	13	3	0.1	2	16	18	18	64	0.6	34
11/06/2015	04	17	14	3	0.1	2	12	19	13	66	0.3	1
11/06/2015	05	18	15	3	0.1	2	20	20	21	57	0.2	8
11/06/2015	06	17	14	3	0.2	2	35	19	37	51	0.3	24
11/06/2015	07	16	13	3	0.1	3	39	19	43	56	1	35
11/06/2015	08	15	12	3	0.1	3	30	17	33	68	2.7	47
11/06/2015	09	15	12	3	0.1			18		70	1.7	57
11/06/2015	10	16	12	3	0.1	2	13	18	14	74	0.5	48
11/06/2015	11	16	12	3	0.1	2	25	18	27	61	1.3	33
11/06/2015	12	16	13	3	0.2	3	34	18	39	55	1.8	24
11/06/2015	13	20	16	3	0.2	2	18	22	20	75	3.8	69
11/06/2015	14	18	14	3	0.2	2	7	20	8	84	4	78
11/06/2015	15	17	13	3	0.2	2	19	19	20	70	4.2	97
11/06/2015	16	17	14	3	0.2	2	13	19	14	70	2	78
11/06/2015	17	18	15	3	0.2	2	11	20	12	71	2.2	80
11/06/2015	18	18	15	3	0.1	2	10	20	11	69	1.4	67
11/06/2015	19	17	14	3	0.1	2	7	19	9	72	1.4	71
11/06/2015	20	17	14	3	0.1	2	5	19	7	74	0.8	73
11/06/2015	21	18	15	3	0.2			21		68	0.7	47
11/06/2015	22	20	16	3	0.2	2	11	22	13	65	0.3	55
11/06/2015	23	19	15	3	0.2	2	14	21	15	62	0.1	18
12/06/2015	00	19	15	3	0.2	2	13	21	14	56	0.1	12
12/06/2015	01	20	17	3	0.2	2	15	23	16	51	0.2	7
12/06/2015	02	22	18	3	0.1	2	14	24	14	48	0.1	24
12/06/2015	03	21	17	3	0.1	2	14	23	15	48	0.1	309
